name,link,min_salary,max_salary,currency,employer,source
Водитель с личным автомобилем,https://hh.ru/vacancy/47299263?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,100 000,руб.,ИП Агафонов Дмитрий Геннадьевич,hh.ru
Водитель-экспедитор на автомобиле компании,https://hh.ru/vacancy/47659291?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,100 000,руб.,Petshopru,hh.ru
Водитель-экспедитор категории В на автомобиле компании,https://hh.ru/vacancy/47622102?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,WEST WIND GROUP,hh.ru
Водитель-экспедитор на автомобиль компании,https://hh.ru/vacancy/47273109?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,70 000,руб.,"Акушерство.ru, Компания",hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47728335?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,55 000,руб.,ЗАО Комбинат дошкольного питания по Южному округу,hh.ru
"Водитель-экспедитор (межгород) В,ВС",https://hh.ru/vacancy/47675729?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,ООО Лого Груп,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47660774?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,UNISPART,hh.ru
"Водитель-экспедитор (г. Реутов, категория В)",https://hh.ru/vacancy/47733511?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ИП Путинцев Юрий Алексеевич,hh.ru
Водитель со своим грузовым автомобилем,https://hh.ru/vacancy/46548476?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,170 000,200 000,руб.,ООО СТРИТ ЛОГИСТИК,hh.ru
Водитель Газели,https://hh.ru/vacancy/46929499?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,54 000,руб.,ООО Вектор,hh.ru
Водитель-экспедитор (кат. В),https://hh.ru/vacancy/47040646?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,80 000,руб.,BEST-TYRES,hh.ru
Водитель-экспедитор (категория С),https://hh.ru/vacancy/46556623?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,80 000,руб.,ООО Юнайтед Термо РУС,hh.ru
Водитель со своим грузовым автомобилем,https://hh.ru/vacancy/46333340?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,125 000,135 000,руб.,ООО СТРИТ ЛОГИСТИК,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47690381?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,45 000,руб.,ООО МЦ Медицина,hh.ru
"Водитель автомобиля В, С",https://hh.ru/vacancy/47211512?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,Автохимия-Инвест,hh.ru
Водитель-экспедитор категории В,https://hh.ru/vacancy/47289963?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,65 000,руб.,ООО Легион,hh.ru
Водитель - экспедитор (м.Щелковская),https://hh.ru/vacancy/47466567?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,70 000,руб.,ООО Старый Мастер,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/44754424?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,130 000,руб.,ООО Автофлот-Столица,hh.ru
Водитель,https://hh.ru/vacancy/47475724?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,80 000,руб.,Верхов Кирилл Витальевич,hh.ru
"Водитель-экспедитор на автомобиль компании ""Лада Ларгус"" или ""Газель Next""",https://hh.ru/vacancy/47548434?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,48 000,60 000,руб.,ЗАО Джекс,hh.ru
Водитель грузового автомобиля,https://hh.ru/vacancy/46914215?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,105 000,120 000,руб.,JCat.ru,hh.ru
Водитель,https://hh.ru/vacancy/47122077?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,Добровоз,hh.ru
Водитель,https://hh.ru/vacancy/47729939?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,60 000,руб.,Stefandcom,hh.ru
Водитель в такси категории В,https://hh.ru/vacancy/47663422?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,120 000,руб.,ООО Прайм Плюс,hh.ru
Водитель на автомобиль компании,https://hh.ru/vacancy/47374364?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,60 000,руб.,РЭД Экспресс,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47535779?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,125 000,руб.,ООО Телепорт,hh.ru
Водитель-экспедитор (Ярославское ш.),https://hh.ru/vacancy/47617502?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,60 000,руб.,ООО Компания ЛЕОКОМ,hh.ru
Персональный водитель,https://hh.ru/vacancy/47490634?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,60 000,руб.,ООО МБ Автотранс,hh.ru
Водитель-экспедитор на автомобиле компании,https://hh.ru/vacancy/47338468?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,75 000,руб.,OLDI,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/43960269?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,,руб.,ГК АВТОРУСЬ,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46882794?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,100 000,руб.,ИП Стапель АБ,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47596034?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,85 000,руб.,ООО Сантехсервис ПТК,hh.ru
Водитель на своём автомобиле,https://hh.ru/vacancy/47713936?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,113 000,129 000,руб.,ООО СТРИТ ЛОГИСТИК,hh.ru
Водитель автомобиля,https://hh.ru/vacancy/47731796?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,LogFix,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47176721?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ООО Таваго,hh.ru
Водитель категории C,https://hh.ru/vacancy/47092484?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,90 000,руб.,ООО ЭЛИТСТРОЙМАРКЕТ,hh.ru
Водитель на своём автомобиле САО,https://hh.ru/vacancy/47653231?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,110 000,120 000,руб.,ООО СТРИТ ЛОГИСТИК,hh.ru
Водитель с личным легковым автомобилем,https://hh.ru/vacancy/47498493?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,JCat.ru,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47670447?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,Четвероногий гурман,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47698782?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,ООО Авистрон,hh.ru
Водитель-курьер на личном автомобиле/Водитель-экспедитор на личном автомобиле,https://hh.ru/vacancy/47618985?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,130 000,руб.,РокетЛогистика,hh.ru
Водитель-экспедитор на автомобиль компании,https://hh.ru/vacancy/44771155?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,,руб.,Группа компаний VEZU,hh.ru
Водитель автомобиля (1 категория),https://hh.ru/vacancy/45395924?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,48 000,,руб.,ФГБУ Автобаза №2,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47575301?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 000,50 000,руб.,КиндерФото,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47698163?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,5 000,,руб.,ИП Смирнов Николай Валерьевич,hh.ru
Водитель,https://hh.ru/vacancy/47674489?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,Юнитекс,hh.ru
Водитель автобуса/микроавтобуса/водитель категории D,https://hh.ru/vacancy/46827358?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,120 000,руб.,Бизнесбас,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/45565425?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,69 000,,руб.,Автопитер,hh.ru
Водитель автомобиля легкового,https://hh.ru/vacancy/47661248?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,60 000,руб.,ООО УазПотребСоюз,hh.ru
Водитель (мцк. Балтийская),https://hh.ru/vacancy/47057814?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,СИТИЛИНК,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47442810?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,80 000,руб.,ООО Торговый Дом АВС,hh.ru
Водитель (м. Беговая),https://hh.ru/vacancy/46745377?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,СИТИЛИНК,hh.ru
Водитель на камаз мультилифт,https://hh.ru/vacancy/47141699?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,130 000,,руб.,Консул Медиа,hh.ru
Водитель,https://hh.ru/vacancy/47639992?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 750,60 750,руб.,,hh.ru
Водитель на автомобиле компании/ личном автомобиле (Дезинфектор),https://hh.ru/vacancy/47638516?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,70 000,руб.,ЭКОСЕТЬ,hh.ru
Водитель-курьер с личным автомобилем,https://hh.ru/vacancy/47313535?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,150 000,руб.,ООО Аксилог,hh.ru
Водитель-экспедитор с личным грузовым автомобилем,https://hh.ru/vacancy/47384942?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,110 000,130 000,руб.,ОФИС ТОРГ,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47478083?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,52 000,52 000,руб.,ИП Обремская Евгения Петровна,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47554243?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,ООО Паитинг,hh.ru
Водитель автомобиля,https://hh.ru/vacancy/47586150?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,60 000,руб.,ООО Юбиай Ресторантс,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47725757?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,Orgmebel,hh.ru
Водитель автобуса,https://hh.ru/vacancy/47269159?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,85 000,руб.,ИП Терехова Евгения Анатольевна,hh.ru
Водитель,https://hh.ru/vacancy/47320755?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО НоаТек,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47676285?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,60 000,руб.,ООО Три-Т Технологии,hh.ru
Водитель на автобус/микроавтобус,https://hh.ru/vacancy/47554272?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,56 000,65 000,руб.,ЗАО Ольга-лимузин,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47332145?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,80 000,руб.,ООО Аттента,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47493450?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,72 000,85 000,руб.,ООО Большой мастер,hh.ru
Водитель-экспедитор на автомобиле компании,https://hh.ru/vacancy/47398815?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,53 000,55 000,руб.,ООО Икорный,hh.ru
Водитель-экспедитор (категории Е)/международные перевозки,https://hh.ru/vacancy/47558495?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,Курт,hh.ru
Водитель со своим автомобилем до 1т.,https://hh.ru/vacancy/47504273?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,85 000,,руб.,ООО Джоус Дилер,hh.ru
"Водитель-экспедитор междугородних перевозок категории В,С,Е",https://hh.ru/vacancy/47467238?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,80 000,руб.,Центр Автомобильных Перевозок,hh.ru
"Водитель с личным грузовым автомобилем (от 1 тонны до 3,5 тонн)",https://hh.ru/vacancy/47398160?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,120 000,180 000,руб.,ООО Аис,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46965674?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ИП Тюрин Сергей Станиславович,hh.ru
Водитель категории СЕ,https://hh.ru/vacancy/47697172?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,150 000,руб.,ExpAs,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47713619?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,56 000,80 000,руб.,ООО Хукофф,hh.ru
Водитель-экспедитор на своем легкогрузовом автомобиле,https://hh.ru/vacancy/47446179?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,75 000,110 000,руб.,ООО Гуд Вилс,hh.ru
Водитель-экспедитор на автомобиле компании,https://hh.ru/vacancy/47118815?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,42 000,,руб.,Thermo Industri AB SWEDEN,hh.ru
Водитель на своём автомобиле Юг Москвы,https://hh.ru/vacancy/47713479?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,113 000,129 000,руб.,ООО СТРИТ ЛОГИСТИК,hh.ru
Водитель-экспедитор на автомобиль компании,https://hh.ru/vacancy/47299938?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,48 000,,руб.,ИП Бабыкин Александр Александрович,hh.ru
Водитель-экспедитор (на личном автомобиле),https://hh.ru/vacancy/47659077?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,85 000,150 000,руб.,Petshopru,hh.ru
"Вечерний водитель-экспедитор категории ""ВС""",https://hh.ru/vacancy/42582093?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,80 000,руб.,Деловые Линии,hh.ru
"Водитель категории ""С""/ Водитель эвакуатора, манипулятора, грузовых автомобилей",https://hh.ru/vacancy/47627898?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,120 000,руб.,А.Н.Г.Е.Л.,hh.ru
Водитель,https://hh.ru/vacancy/45445715?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,120 000,руб.,ООО Кристалл,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47055214?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,90 000,руб.,ООО Кристалл,hh.ru
Водитель-Курьер на автомобиле,https://hh.ru/vacancy/46994569?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,75 000,95 000,руб.,ООО Бизнес логистика,hh.ru
Водитель-оператор,https://hh.ru/vacancy/47246876?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,46 000,46 000,руб.,Инженерный сервис,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46979946?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО СВИТ РИЧ,hh.ru
